time,timestamp,longitude,latitude,z,sea_surface_height_above_sea_level
2019-06-20T19:00:00Z,1561057200,,,0,0.18288
2019-06-20T20:00:00Z,1561060800,,,0,0.18288
2019-06-20T21:00:00Z,1561064400,,,0,0.140208
2019-06-20T23:00:00Z,1561071600,,,0,0.04572
2019-06-21T00:00:00Z,1561075200,,,0,0.018288
2019-06-21T01:00:00Z,1561078800,,,0,-0.006096
2019-06-21T02:00:00Z,1561082400,,,0,-0.01524
2019-06-21T03:00:00Z,1561086000,,,0,-0.021336
2019-06-21T04:00:00Z,1561089600,,,0,-0.01524
2019-06-21T05:00:00Z,1561093200,,,0,0.018288
2019-06-21T06:00:00Z,1561096800,,,0,0.067056
2019-06-21T07:00:00Z,1561100400,,,0,0.10668
2019-06-21T08:00:00Z,1561104000,,,0,0.124968
2019-06-21T09:00:00Z,1561107600,,,0,0.146304
2019-06-21T10:00:00Z,1561111200,,,0,0.140208
2019-06-21T11:00:00Z,1561114800,,,0,0.13716
2019-06-21T12:00:00Z,1561118400,,,0,0.097536
2019-06-21T13:00:00Z,1561122000,,,0,0.082296
2019-06-21T14:00:00Z,1561125600,,,0,0.09144
2019-06-21T15:00:00Z,1561129200,,,0,0.097536
2019-06-21T16:00:00Z,1561132800,,,0,0.115824
2019-06-21T17:00:00Z,1561136400,,,0,0.12192
2019-06-21T18:00:00Z,1561140000,,,0,0.155448
2019-06-21T19:00:00Z,1561143600,,,0,0.164592
2019-06-21T20:00:00Z,1561147200,,,0,0.19812
2019-06-21T22:00:00Z,1561154400,,,0,0.161544
2019-06-21T23:00:00Z,1561158000,,,0,0.134112
2019-06-22T08:00:00Z,1561190400,,,0,0.204216
2019-06-22T09:00:00Z,1561194000,,,0,0.240792
2019-06-22T10:00:00Z,1561197600,,,0,0.210312
2019-06-22T11:00:00Z,1561201200,,,0,0.188976
2019-06-22T12:00:00Z,1561204800,,,0,0.18288
2019-06-22T13:00:00Z,1561208400,,,0,0.146304
2019-06-22T14:00:00Z,1561212000,,,0,0.134112
2019-06-22T15:00:00Z,1561215600,,,0,0.128016
2019-06-22T16:00:00Z,1561219200,,,0,0.13716
2019-06-22T17:00:00Z,1561222800,,,0,0.155448
2019-06-22T18:00:00Z,1561226400,,,0,0.179832
2019-06-22T19:00:00Z,1561230000,,,0,0.204216
2019-06-22T20:00:00Z,1561233600,,,0,0.219456
2019-06-22T21:00:00Z,1561237200,,,0,0.252984
2019-06-22T22:00:00Z,1561240800,,,0,0.173736
2019-06-22T23:00:00Z,1561244400,,,0,0.161544
2019-06-23T02:00:00Z,1561255200,,,0,0.088392
2019-06-23T03:00:00Z,1561258800,,,0,0.070104
2019-06-23T04:00:00Z,1561262400,,,0,0.064008
2019-06-23T05:00:00Z,1561266000,,,0,0.0762
2019-06-23T06:00:00Z,1561269600,,,0,0.103632
2019-06-23T07:00:00Z,1561273200,,,0,0.134112
2019-06-23T08:00:00Z,1561276800,,,0,0.176784
2019-06-23T09:00:00Z,1561280400,,,0,0.185928
2019-06-23T10:00:00Z,1561284000,,,0,0.219456
2019-06-23T11:00:00Z,1561287600,,,0,0.19812
2019-06-23T12:00:00Z,1561291200,,,0,0.185928
2019-06-23T13:00:00Z,1561294800,,,0,0.170688
2019-06-23T14:00:00Z,1561298400,,,0,0.161544
2019-06-23T15:00:00Z,1561302000,,,0,0.118872
2019-06-23T16:00:00Z,1561305600,,,0,0.085344
2019-06-23T17:00:00Z,1561309200,,,0,0.09144
2019-06-23T18:00:00Z,1561312800,,,0,0.12192
2019-06-23T19:00:00Z,1561316400,,,0,0.118872
2019-06-23T20:00:00Z,1561320000,,,0,0.13716
2019-06-23T21:00:00Z,1561323600,,,0,0.124968
2019-06-23T22:00:00Z,1561327200,,,0,0.146304
2019-06-23T23:00:00Z,1561330800,,,0,0.128016
2019-06-24T06:00:00Z,1561356000,,,0,0.024384
2019-06-24T07:00:00Z,1561359600,,,0,0.051816
2019-06-24T08:00:00Z,1561363200,,,0,0.073152
2019-06-24T09:00:00Z,1561366800,,,0,0.09144
2019-06-24T10:00:00Z,1561370400,,,0,0.103632
2019-06-24T11:00:00Z,1561374000,,,0,0.112776
